Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,1,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,1,0,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,1,0,0,0,1,1,4
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,12,11,10,15,18,23,15,20,15,15,18,18,190
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,3,4,9,2,19,11,12,35,13,12,24,150
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,8,3,0,2,0,1,0,0,0,0,14
LATROCÍNIO,0,0,0,0,0,0,0,0,0,1,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,1,0,0,1
TOTAL DE ESTUPRO (4),1,1,0,2,1,1,0,1,0,0,1,0,8
ESTUPRO,0,0,0,1,1,1,0,1,0,0,1,0,5
ESTUPRO DE VULNERÁVEL,1,1,0,1,0,0,0,0,0,0,0,0,3
TOTAL DE ROUBO - OUTROS (1),142,166,233,145,116,76,136,115,131,187,144,149,1.74
ROUBO - OUTROS,142,165,233,144,116,76,136,114,131,187,144,148,1.736
ROUBO DE VEÍCULO,3,8,3,6,6,10,9,1,7,7,9,13,82
ROUBO A BANCO,0,0,0,0,0,0,0,1,0,0,0,0,1
ROUBO DE CARGA,0,1,0,1,0,0,0,0,0,0,0,1,3
FURTO - OUTROS,259,255,316,300,335,308,333,371,318,413,372,349,3.929
FURTO DE VEÍCULO,18,35,24,22,25,28,25,30,28,38,33,40,346
