Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,0,0,1,1,0,1,1,3,0,0,1,10
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,0,1,1,0,1,1,3,0,0,1,10
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,2,1,1,0,0,0,0,0,0,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,1,0,0,2,0,1,0,1,0,2,1,9
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,15,19,36,23,20,29,40,34,43,27,27,36,349
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,8,17,7,6,10,10,7,9,4,0,0,79
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,1,0,1,1,1,1,2,7
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,3,0,3,0,0,0,0,5,0,0,0,11
ESTUPRO,0,2,0,1,0,0,0,0,1,0,0,0,4
ESTUPRO DE VULNERÁVEL,0,1,0,2,0,0,0,0,4,0,0,0,7
TOTAL DE ROUBO - OUTROS (1),135,133,117,83,128,112,136,115,124,94,114,122,1.413
ROUBO - OUTROS,130,133,113,81,125,110,134,113,121,90,113,121,1.384
ROUBO DE VEÍCULO,2,2,4,4,3,4,6,4,2,2,8,7,48
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,5,0,4,2,3,2,2,2,3,4,1,1,29
FURTO - OUTROS,359,292,460,358,396,418,437,373,342,338,405,429,4.607
FURTO DE VEÍCULO,25,21,51,36,31,34,36,35,41,30,53,32,425
