Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,1,0,0,0,0,1,0,0,1,0,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,0,0,0,0,1,0,0,1,0,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,0,0,0,1,2,0,0,0,0,5
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,1,1,0,0,1,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,21,28,22,29,22,28,35,26,24,38,27,34,334
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,10,13,10,13,14,19,14,13,15,12,13,151
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,0,0,0,0,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,2,0,0,0,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,2,0,0,0,2
TOTAL DE ESTUPRO (4),1,3,2,0,1,1,1,0,1,3,0,1,14
ESTUPRO,1,0,0,0,0,0,0,0,1,3,0,1,6
ESTUPRO DE VULNERÁVEL,0,3,2,0,1,1,1,0,0,0,0,0,8
TOTAL DE ROUBO - OUTROS (1),181,290,330,308,254,230,273,229,293,322,326,311,3.347
ROUBO - OUTROS,179,290,330,307,253,230,272,226,293,322,325,310,3.337
ROUBO DE VEÍCULO,10,2,10,7,13,6,18,11,6,8,14,12,117
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,0,0,1,1,0,1,3,0,0,1,1,10
FURTO - OUTROS,476,635,617,515,477,489,532,481,461,558,647,718,6.606
FURTO DE VEÍCULO,39,55,74,77,69,51,61,65,78,62,56,52,739
