Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,1,0,0,0,0,1,0,0,0,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,1,0,0,0,0,1,0,0,0,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,1,0,0,0,1
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,1,0,0,0,0,1,0,0,1,4
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,1,1,1,0,0,0,0,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,31,28,43,32,19,24,23,18,27,19,22,16,302
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,8,7,9,5,0,8,18,11,9,18,10,106
LESÃO CORPORAL CULPOSA - OUTRAS,0,8,2,0,1,0,4,2,1,2,0,0,20
LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),0,0,1,2,2,1,2,5,4,4,1,1,23
ESTUPRO,0,0,1,1,1,1,1,2,0,3,0,0,10
ESTUPRO DE VULNERÁVEL,0,0,0,1,1,0,1,3,4,1,1,1,13
TOTAL DE ROUBO - OUTROS (1),102,86,120,97,91,86,109,168,91,92,107,115,1.264
ROUBO - OUTROS,100,83,117,96,90,82,107,166,87,91,105,114,1.238
ROUBO DE VEÍCULO,18,17,30,19,21,24,30,34,22,11,25,24,275
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,3,3,1,1,4,2,2,4,1,2,1,26
FURTO - OUTROS,192,131,213,208,225,220,280,251,265,244,250,218,2.697
FURTO DE VEÍCULO,61,55,59,71,67,93,76,74,118,91,101,66,932
