Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,0,0,0,1,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,0,0,0,1,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,1,0,2,0,0,0,0,1,0,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,13,8,18,22,17,17,22,17,11,21,21,21,208
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,0,4,3,7,6,4,1,7,3,2,5,44
LESÃO CORPORAL CULPOSA - OUTRAS,1,7,0,0,0,0,0,0,0,0,0,0,8
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,1,1,0,0,1,0,0,0,0,1,0,4
ESTUPRO,0,1,0,0,0,0,0,0,0,0,0,0,1
ESTUPRO DE VULNERÁVEL,0,0,1,0,0,1,0,0,0,0,1,0,3
TOTAL DE ROUBO - OUTROS (1),43,27,25,28,38,36,39,58,29,39,35,33,430
ROUBO - OUTROS,38,25,22,26,37,35,38,54,26,39,34,33,407
ROUBO DE VEÍCULO,2,2,0,5,0,1,2,6,0,0,0,1,19
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,5,2,3,2,1,1,1,4,3,0,1,0,23
FURTO - OUTROS,68,62,77,79,83,84,77,81,84,77,72,94,938
FURTO DE VEÍCULO,6,6,16,7,8,12,13,9,11,4,9,14,115
