Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,2,0,2,1,1,2,1,1,1,2,1,14
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,3,0,2,1,1,2,1,1,1,2,1,15
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,2,1,0,0,0,0,4
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,2,1,1,1,1,0,1,0,1,0,8
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,1,1
LESÃO CORPORAL DOLOSA,43,32,49,39,28,42,41,30,40,54,40,54,492
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,8,9,7,7,9,11,15,14,9,12,9,119
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,1,0,0,0,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),4,3,4,2,6,4,5,5,4,6,6,4,53
ESTUPRO,0,1,2,0,2,0,1,0,1,0,1,0,8
ESTUPRO DE VULNERÁVEL,4,2,2,2,4,4,4,5,3,6,5,4,45
TOTAL DE ROUBO - OUTROS (1),184,154,174,187,167,176,210,165,178,179,182,213,2.169
ROUBO - OUTROS,177,149,164,178,155,169,196,156,174,170,166,200,2.054
ROUBO DE VEÍCULO,13,7,18,15,25,14,19,6,11,15,21,23,187
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,7,5,10,9,12,7,14,9,4,9,16,13,115
FURTO - OUTROS,130,140,152,136,165,184,199,187,167,158,160,174,1.952
FURTO DE VEÍCULO,15,25,35,25,17,19,22,19,18,36,28,39,298
