Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,2,1,0,0,2,0,2,0,1,1,0,9
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,3,1,0,0,2,0,2,0,1,1,0,10
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,2,0,2,0,0,1,0,0,1,8
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,1,1,0,0,0,0,0,1,0,3,0,6
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,18,17,33,17,21,17,17,13,17,12,19,39,240
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,8,12,12,6,10,4,5,7,6,3,6,85
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,2,0,2,0,1,2,0,0,8
LATROCÍNIO,0,0,1,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,1,0,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),6,3,2,3,0,1,4,2,0,1,2,3,27
ESTUPRO,4,1,0,0,0,1,1,0,0,1,0,1,9
ESTUPRO DE VULNERÁVEL,2,2,2,3,0,0,3,2,0,0,2,2,18
TOTAL DE ROUBO - OUTROS (1),187,134,101,71,129,83,114,86,130,122,114,188,1.459
ROUBO - OUTROS,186,134,100,71,129,81,114,84,129,120,113,187,1.448
ROUBO DE VEÍCULO,14,14,8,6,11,11,9,11,18,28,15,24,169
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,0,1,0,0,2,0,2,1,2,1,1,11
FURTO - OUTROS,92,108,116,132,122,113,117,145,122,111,141,145,1.464
FURTO DE VEÍCULO,10,11,8,14,5,8,7,13,7,12,8,21,124
