Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,1,0,1,1,1,0,0,1,6
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,1,0,1,1,1,0,0,1,6
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,1,0,0,1,0,0,0,1,1,0,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,1,0,0,0,0,0,0,0,0,1
TENTATIVA DE HOMICÍDIO,0,1,0,0,2,1,0,2,0,0,0,0,6
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,34,19,19,17,48,28,36,35,26,32,30,30,354
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,2,6,10,4,4,4,6,8,9,5,4,69
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,1,0,0,0,1,0,1,0,0,0,4
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,3,3,4,1,3,2,1,3,3,2,0,26
ESTUPRO,1,0,2,2,1,0,0,0,1,0,2,0,9
ESTUPRO DE VULNERÁVEL,0,3,1,2,0,3,2,1,2,3,0,0,17
TOTAL DE ROUBO - OUTROS (1),62,51,78,103,83,66,88,86,86,98,78,92,971
ROUBO - OUTROS,62,51,78,103,83,65,86,86,86,97,78,92,967
ROUBO DE VEÍCULO,7,4,5,5,6,9,5,5,8,7,7,5,73
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,0,0,0,1,2,0,0,1,0,0,4
FURTO - OUTROS,115,92,158,119,150,130,139,132,155,156,145,123,1.614
FURTO DE VEÍCULO,22,24,34,33,23,37,28,18,30,31,30,28,338
