Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,2,0,3,0,1,1,2,0,1,2,13
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,2,0,3,0,1,1,2,0,1,2,13
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,0,0,0,1,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,0,1,1,3,1,0,2,2,0,11
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,1,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,23,13,31,28,21,44,30,28,33,26,30,32,339
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,6,4,8,11,5,13,4,9,8,6,10,92
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,2,0,1,3
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,1,2,1,1,0,2,3,4,1,1,0,17
ESTUPRO,1,0,1,1,0,0,1,2,3,0,0,0,9
ESTUPRO DE VULNERÁVEL,0,1,1,0,1,0,1,1,1,1,1,0,8
TOTAL DE ROUBO - OUTROS (1),327,257,313,343,394,448,393,482,410,452,458,523,4.8
ROUBO - OUTROS,323,252,309,340,393,447,393,479,407,451,456,520,4.77
ROUBO DE VEÍCULO,3,0,3,0,1,2,4,1,2,3,4,5,28
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,4,5,4,3,1,1,0,3,3,1,2,3,30
FURTO - OUTROS,731,659,877,949,968,1,1.138,1.027,968,1.232,1.265,1.206,12.02
FURTO DE VEÍCULO,15,10,12,11,13,7,10,19,14,17,18,14,160
