Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,3,0,0,1,0,0,0,0,0,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,3,0,0,1,0,0,0,0,0,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,1,0,0,1,0,0,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,2,2
TENTATIVA DE HOMICÍDIO,0,1,1,1,0,0,0,0,1,1,0,0,5
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,13,19,19,20,21,32,19,33,36,33,27,36,308
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,6,15,13,10,27,16,14,4,13,13,9,151
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,8,4,0,0,0,0,3,2,4,1,22
LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),0,0,2,3,1,5,5,5,2,4,3,2,32
ESTUPRO,0,0,1,1,0,0,0,2,1,0,1,2,8
ESTUPRO DE VULNERÁVEL,0,0,1,2,1,5,5,3,1,4,2,0,24
TOTAL DE ROUBO - OUTROS (1),96,95,137,142,93,93,76,137,84,107,106,124,1.29
ROUBO - OUTROS,95,83,132,141,86,91,68,135,83,103,103,122,1.242
ROUBO DE VEÍCULO,9,17,19,9,16,20,22,16,10,14,16,24,192
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,12,5,1,7,2,8,2,1,4,3,2,48
FURTO - OUTROS,153,107,149,143,150,125,124,162,139,143,130,144,1.669
FURTO DE VEÍCULO,40,48,38,51,45,48,44,43,56,40,63,30,546
