Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,0,0,0,2,0,0,1,0,0,1,2,8
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,0,0,2,0,0,1,0,0,1,2,8
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,3,0,1,0,1,5
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,4,0,0,4
TENTATIVA DE HOMICÍDIO,0,1,0,0,1,0,0,0,0,1,1,0,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,1,0,0,1
LESÃO CORPORAL DOLOSA,30,30,36,43,47,31,29,38,30,93,29,40,476
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,1,14,15,13,13,10,14,12,15,16,14,144
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,1,0,0,0,0,0,0,0,0,1,3
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),2,1,3,3,1,1,2,5,5,2,4,2,31
ESTUPRO,1,0,1,0,0,0,2,3,0,0,1,1,9
ESTUPRO DE VULNERÁVEL,1,1,2,3,1,1,0,2,5,2,3,1,22
TOTAL DE ROUBO - OUTROS (1),222,222,220,242,284,295,304,268,210,239,222,331,3.059
ROUBO - OUTROS,218,212,208,218,276,278,273,249,189,220,198,318,2.857
ROUBO DE VEÍCULO,10,5,1,10,2,6,16,8,7,7,7,9,88
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,4,10,12,24,8,17,31,19,21,19,24,13,202
FURTO - OUTROS,495,573,623,668,897,852,708,774,606,694,803,1.577,9.27
FURTO DE VEÍCULO,21,33,26,20,10,26,20,22,26,35,40,31,310
