Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,0,0,0,0,1,1,0,0,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,0,0,0,1,1,0,0,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,1,1,0,0,1,0,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,31,23,19,20,33,31,27,30,25,214,27,18,498
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,6,7,7,7,7,6,10,7,0,15,0,75
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,1,0,1,1,0,0,1,5
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,2,1,2,2,2,0,0,0,3,0,0,12
ESTUPRO,0,1,0,1,1,1,0,0,0,1,0,0,5
ESTUPRO DE VULNERÁVEL,0,1,1,1,1,1,0,0,0,2,0,0,7
TOTAL DE ROUBO - OUTROS (1),89,97,141,100,122,91,94,89,148,95,73,108,1.247
ROUBO - OUTROS,88,97,137,100,118,90,94,88,148,94,72,108,1.234
ROUBO DE VEÍCULO,9,10,22,13,12,8,13,10,14,9,13,10,143
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,0,4,0,4,1,0,1,0,1,1,0,13
FURTO - OUTROS,213,221,302,258,275,233,304,266,269,224,232,228,3.025
FURTO DE VEÍCULO,40,39,62,54,67,69,59,52,60,62,78,42,684
