Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,0,2,1,1,3,1,1,2,1,3,0,17
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,2,1,1,3,1,1,3,1,3,0,18
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,1,0,0,0,0,0,0,0,1,1,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,16,31,27,22,22,19,9,12,14,8,37,40,257
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,7,1,8,9,4,1,3,3,4,13,15,71
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,1,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),2,5,6,5,5,6,11,11,10,5,5,4,75
ESTUPRO,0,1,2,0,2,2,3,4,0,2,2,1,19
ESTUPRO DE VULNERÁVEL,2,4,4,5,3,4,8,7,10,3,3,3,56
TOTAL DE ROUBO - OUTROS (1),98,72,74,92,85,69,61,98,82,77,69,103,980
ROUBO - OUTROS,98,70,72,91,81,68,56,95,76,68,63,96,934
ROUBO DE VEÍCULO,18,14,13,20,6,12,5,13,14,18,19,20,172
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,2,2,1,4,1,5,3,6,9,6,7,46
FURTO - OUTROS,76,100,128,117,99,118,117,111,80,100,111,87,1.244
FURTO DE VEÍCULO,8,12,9,11,15,9,11,16,11,13,10,12,137
