Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,0,0,0,0,0,1,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,0,0,0,0,0,1,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,1,0,1,0,1,0,0,4
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,2,0,0,0,0,0,0,0,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,14,10,28,20,23,24,19,20,30,23,22,27,260
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,10,16,16,22,12,13,18,20,16,20,11,183
LESÃO CORPORAL CULPOSA - OUTRAS,3,0,0,2,0,0,1,0,2,0,1,0,9
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,1,1,0,1,1,3,0,1,0,1,0,9
ESTUPRO,0,0,0,0,0,1,2,0,1,0,0,0,4
ESTUPRO DE VULNERÁVEL,0,1,1,0,1,0,1,0,0,0,1,0,5
TOTAL DE ROUBO - OUTROS (1),81,70,83,81,65,86,89,107,107,132,129,116,1.146
ROUBO - OUTROS,78,69,83,79,61,85,87,106,106,131,127,116,1.128
ROUBO DE VEÍCULO,13,13,20,18,9,14,9,12,7,19,26,21,181
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,1,0,2,4,1,2,1,1,1,2,0,18
FURTO - OUTROS,208,206,236,216,249,250,295,264,244,312,254,272,3.006
FURTO DE VEÍCULO,101,135,186,175,165,131,129,146,177,179,194,106,1.824
