Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,1,1,2,1,2,1,1,1,1,12
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,1,1,2,1,3,1,1,1,1,13
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,1,0,0,0,1,0,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,1,0,0,1,0,1,0,2,0,1,7
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,1,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,12,8,16,21,16,13,19,13,12,18,4,14,166
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,2,7,7,10,11,7,11,10,9,8,7,92
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,1,0,0,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),2,1,4,3,3,1,2,0,1,2,1,0,20
ESTUPRO,0,0,0,1,1,0,0,0,0,0,0,0,2
ESTUPRO DE VULNERÁVEL,2,1,4,2,2,1,2,0,1,2,1,0,18
TOTAL DE ROUBO - OUTROS (1),59,85,85,87,59,80,69,75,78,104,67,99,947
ROUBO - OUTROS,58,85,82,84,56,77,65,72,75,101,63,99,917
ROUBO DE VEÍCULO,8,7,5,8,16,6,6,5,16,10,13,15,115
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,0,3,3,3,3,4,3,3,3,4,0,30
FURTO - OUTROS,70,89,744,170,100,82,108,121,64,94,102,104,1.848
FURTO DE VEÍCULO,4,9,14,15,19,17,13,16,10,14,11,20,162
