Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),3,2,4,0,4,1,6,2,4,1,3,1,31
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4,2,5,0,7,1,6,2,4,1,3,1,36
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,1,0,0,1,2,0,1,0,2,1,10
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,4,3,1,0,2,0,1,2,2,0,15
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,1,0,0,1
LESÃO CORPORAL DOLOSA,20,36,41,41,35,39,98,49,57,68,55,54,593
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15,15,23,12,16,13,25,22,18,29,15,22,225
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,0,0,1,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ESTUPRO (4),4,6,3,4,3,1,1,5,4,7,7,6,51
ESTUPRO,2,2,2,0,0,0,0,0,2,2,2,1,13
ESTUPRO DE VULNERÁVEL,2,4,1,4,3,1,1,5,2,5,5,5,38
TOTAL DE ROUBO - OUTROS (1),331,305,271,232,271,368,337,313,292,385,341,329,3.775
ROUBO - OUTROS,329,302,271,226,264,365,333,312,287,383,335,325,3.732
ROUBO DE VEÍCULO,19,25,28,24,34,31,13,22,24,40,44,38,342
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,3,0,6,7,3,4,1,5,2,6,4,43
FURTO - OUTROS,198,197,252,220,224,255,223,300,219,243,217,212,2.76
FURTO DE VEÍCULO,32,34,44,46,33,42,38,34,39,47,45,39,473
