Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,4,15,8,13,15,7,3,2,19,22,13,22,143
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,5,3,2,5,9,5,2,5,8,8,0,58
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,2,0,0,0,1,0,2,3,0,3,12
LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),0,1,1,2,2,1,2,1,1,0,0,0,11
ESTUPRO,0,0,0,1,0,0,1,0,0,0,0,0,2
ESTUPRO DE VULNERÁVEL,0,1,1,1,2,1,1,1,1,0,0,0,9
TOTAL DE ROUBO - OUTROS (1),14,14,18,34,18,23,20,26,17,26,25,28,263
ROUBO - OUTROS,14,14,17,30,16,20,20,25,17,26,25,27,251
ROUBO DE VEÍCULO,2,4,4,2,1,2,5,4,7,2,7,5,45
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,1,4,2,3,0,1,0,0,0,1,12
FURTO - OUTROS,62,58,64,72,62,60,81,64,52,65,61,88,789
FURTO DE VEÍCULO,43,57,41,46,45,55,53,41,68,54,52,42,597
