Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,1,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,18,9,14,15,28,16,21,16,24,20,27,16,224
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,1,3,0,12,2,3,6,1,5,6,4,44
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,0,0,0,0,0,0,0,0,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,0,2,2,1,3,1,1,2,3,1,1,18
ESTUPRO,0,0,1,2,0,1,0,0,1,2,0,0,7
ESTUPRO DE VULNERÁVEL,1,0,1,0,1,2,1,1,1,1,1,1,11
TOTAL DE ROUBO - OUTROS (1),241,218,203,227,212,222,222,244,236,282,259,237,2.803
ROUBO - OUTROS,241,218,203,227,211,221,222,244,236,282,259,236,2.8
ROUBO DE VEÍCULO,1,2,3,2,1,2,2,2,3,5,1,1,25
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,0,0,1,1,0,0,0,0,0,1,3
FURTO - OUTROS,392,506,552,497,560,693,500,555,476,668,529,506,6.434
FURTO DE VEÍCULO,18,16,12,24,17,8,20,14,14,21,11,15,190
