Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,1,1,3,1,0,2,0,2,0,0,11
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,1,2,3,1,0,2,0,2,0,0,12
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,2,1,2,3,0,1,0,1,11
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,2,1,0,1,1,2,3,1,0,0,0,11
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,36,23,28,36,42,44,40,45,47,47,46,38,472
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,8,17,5,15,10,18,16,18,18,17,16,169
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,0,3,1,2,0,1,8
LATROCÍNIO,0,1,0,0,0,0,0,0,1,0,1,0,3
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,0,0,0,0,0,1,0,1,0,3
TOTAL DE ESTUPRO (4),1,4,6,5,4,9,6,8,4,5,5,4,61
ESTUPRO,0,1,1,0,1,1,1,3,0,1,0,0,9
ESTUPRO DE VULNERÁVEL,1,3,5,5,3,8,5,5,4,4,5,4,52
TOTAL DE ROUBO - OUTROS (1),261,224,278,269,242,258,191,258,224,253,228,201,2.887
ROUBO - OUTROS,240,218,264,257,222,245,188,249,215,238,226,194,2.756
ROUBO DE VEÍCULO,58,48,57,45,55,40,42,48,44,56,49,44,586
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,21,6,14,12,20,13,3,9,9,15,2,7,131
FURTO - OUTROS,213,186,248,234,256,264,235,236,165,192,182,179,2.59
FURTO DE VEÍCULO,70,68,64,54,67,65,64,54,57,62,60,63,748
