Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,0,2,1,2,0,0,0,2,1,1,1,12
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,2,1,2,0,0,0,2,1,1,1,12
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,2,0,0,0,0,0,0,0,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,2,1,5,1,2,0,1,2,1,1,17
LESÃO CORPORAL SEGUIDA DE MORTE,0,1,0,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,23,20,33,24,28,31,30,37,18,30,31,28,333
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,6,5,5,6,7,5,6,6,6,5,3,71
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,0,0,0,0,0,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,1,2,2,4,1,6,2,6,2,2,1,30
ESTUPRO,0,0,1,2,4,1,6,2,6,2,2,1,27
ESTUPRO DE VULNERÁVEL,1,1,1,0,0,0,0,0,0,0,0,0,3
TOTAL DE ROUBO - OUTROS (1),707,549,600,573,600,553,616,486,507,619,732,677,7.219
ROUBO - OUTROS,703,548,596,570,595,552,610,482,506,615,732,676,7.185
ROUBO DE VEÍCULO,2,1,2,1,3,2,2,3,2,0,2,3,23
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,4,1,4,3,5,1,6,4,1,4,0,1,34
FURTO - OUTROS,724,685,892,888,976,942,900,877,850,1.091,1.236,1.087,11.148
FURTO DE VEÍCULO,3,9,11,5,12,9,9,11,6,12,8,15,110
