Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,1,1,0,0,1,2,0,3,0,0,1,10
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,1,0,0,1,2,0,3,0,0,1,10
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,2,1,2,0,0,1,0,0,0,0,7
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,2,1,3,0,0,1,0,1,0,1,2,1,12
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,25,36,45,37,46,30,34,57,32,44,49,41,476
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,4,10,7,2,11,8,9,7,12,9,13,102
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,2,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ESTUPRO (4),10,3,3,3,7,4,5,3,4,4,4,7,57
ESTUPRO,3,1,0,2,1,1,2,0,1,0,1,0,12
ESTUPRO DE VULNERÁVEL,7,2,3,1,6,3,3,3,3,4,3,7,45
TOTAL DE ROUBO - OUTROS (1),196,164,202,169,175,168,159,236,219,244,219,230,2.381
ROUBO - OUTROS,193,163,201,169,175,167,159,235,216,244,217,227,2.366
ROUBO DE VEÍCULO,20,15,13,18,21,24,26,26,13,27,17,22,242
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,1,1,0,0,1,0,1,3,0,2,3,15
FURTO - OUTROS,213,189,247,216,233,217,245,211,222,223,251,248,2.715
FURTO DE VEÍCULO,33,36,40,34,36,38,37,41,40,37,51,29,452
