Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,1,0,0,0,0,0,0,0,1,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,1,0,0,0,0,0,0,0,1,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,2,0,0,0,0,0,0,0,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,17,11,23,16,14,11,9,9,3,15,8,8,144
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,4,9,0,10,5,6,10,0,3,3,5,62
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,1,0,0,0,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,0,0,0,0,1,1,1,1,0,0,4
ESTUPRO,0,0,0,0,0,0,1,1,0,1,0,0,3
ESTUPRO DE VULNERÁVEL,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ROUBO - OUTROS (1),20,26,44,59,56,79,51,57,50,40,51,53,586
ROUBO - OUTROS,18,25,40,55,52,77,50,57,49,38,51,51,563
ROUBO DE VEÍCULO,0,6,3,1,4,1,5,0,6,4,3,2,35
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,1,4,4,4,2,1,0,1,2,0,2,23
FURTO - OUTROS,57,150,205,210,212,204,273,153,133,133,176,144,2.05
FURTO DE VEÍCULO,16,23,52,32,29,26,20,26,35,44,40,17,360
