Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,0,0,0,0,0,1,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,0,0,0,0,0,1,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,1,0,0,1,0,2,0,0,0,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,1,1,0,1,0,1,0,0,0,1,5
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,44,55,60,32,51,30,25,21,17,21,25,25,406
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,14,17,5,17,10,19,18,17,21,29,20,196
LESÃO CORPORAL CULPOSA - OUTRAS,1,2,2,0,1,0,2,2,1,4,0,1,16
LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),2,0,1,2,1,1,2,0,0,1,0,2,12
ESTUPRO,1,0,0,1,1,0,1,0,0,0,0,1,5
ESTUPRO DE VULNERÁVEL,1,0,1,1,0,1,1,0,0,1,0,1,7
TOTAL DE ROUBO - OUTROS (1),158,151,148,136,136,127,131,150,131,189,149,157,1.763
ROUBO - OUTROS,157,150,147,134,133,123,130,149,131,188,149,155,1.746
ROUBO DE VEÍCULO,14,15,38,20,34,23,41,23,30,43,38,35,354
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,1,1,2,3,4,1,1,0,1,0,2,17
FURTO - OUTROS,217,212,321,262,268,268,286,282,285,291,289,292,3.273
FURTO DE VEÍCULO,18,14,26,27,17,23,22,24,18,40,34,35,298
