Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,2,0,1,...,...,...,...,...,...,...,...,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,1,...,...,...,...,...,...,...,...,1
TENTATIVA DE HOMICÍDIO,0,0,0,1,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,1,0,0,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL DOLOSA,33,26,23,39,...,...,...,...,...,...,...,...,121
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,13,12,12,...,...,...,...,...,...,...,...,48
LESÃO CORPORAL CULPOSA - OUTRAS,3,0,1,1,...,...,...,...,...,...,...,...,5
LATROCÍNIO,0,0,2,1,...,...,...,...,...,...,...,...,3
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,2,1,...,...,...,...,...,...,...,...,3
TOTAL DE ESTUPRO (4),2,3,1,3,...,...,...,...,...,...,...,...,9
ESTUPRO,2,1,0,1,...,...,...,...,...,...,...,...,4
ESTUPRO DE VULNERÁVEL,0,2,1,2,...,...,...,...,...,...,...,...,5
TOTAL DE ROUBO - OUTROS (1),102,146,162,116,...,...,...,...,...,...,...,...,526
ROUBO - OUTROS,99,145,158,116,...,...,...,...,...,...,...,...,518
ROUBO DE VEÍCULO,19,21,29,35,...,...,...,...,...,...,...,...,104
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,3,1,4,0,...,...,...,...,...,...,...,...,8
FURTO - OUTROS,224,248,271,232,...,...,...,...,...,...,...,...,975
FURTO DE VEÍCULO,25,24,22,29,...,...,...,...,...,...,...,...,100
