Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,2,0,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,1,0,0,...,...,...,...,...,...,...,...,1
TENTATIVA DE HOMICÍDIO,1,0,2,0,...,...,...,...,...,...,...,...,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,47,56,48,46,...,...,...,...,...,...,...,...,197
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,7,8,13,...,...,...,...,...,...,...,...,37
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),3,3,11,3,...,...,...,...,...,...,...,...,20
ESTUPRO,1,1,1,0,...,...,...,...,...,...,...,...,3
ESTUPRO DE VULNERÁVEL,2,2,10,3,...,...,...,...,...,...,...,...,17
TOTAL DE ROUBO - OUTROS (1),220,184,181,153,...,...,...,...,...,...,...,...,738
ROUBO - OUTROS,218,181,179,152,...,...,...,...,...,...,...,...,730
ROUBO DE VEÍCULO,22,11,30,14,...,...,...,...,...,...,...,...,77
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,2,3,2,1,...,...,...,...,...,...,...,...,8
FURTO - OUTROS,256,195,245,232,...,...,...,...,...,...,...,...,928
FURTO DE VEÍCULO,26,33,37,24,...,...,...,...,...,...,...,...,120
