Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,0,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,1,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,1,0,1,...,...,...,...,...,...,...,...,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,26,15,33,28,...,...,...,...,...,...,...,...,102
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,7,10,6,...,...,...,...,...,...,...,...,27
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,...,...,...,...,...,...,...,...,0
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),3,2,3,1,...,...,...,...,...,...,...,...,9
ESTUPRO,0,0,0,0,...,...,...,...,...,...,...,...,0
ESTUPRO DE VULNERÁVEL,3,2,3,1,...,...,...,...,...,...,...,...,9
TOTAL DE ROUBO - OUTROS (1),111,82,124,93,...,...,...,...,...,...,...,...,410
ROUBO - OUTROS,110,82,122,91,...,...,...,...,...,...,...,...,405
ROUBO DE VEÍCULO,16,12,29,21,...,...,...,...,...,...,...,...,78
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,1,0,2,2,...,...,...,...,...,...,...,...,5
FURTO - OUTROS,65,69,79,82,...,...,...,...,...,...,...,...,295
FURTO DE VEÍCULO,19,15,12,14,...,...,...,...,...,...,...,...,60
