Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,0,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,1,0,...,...,...,...,...,...,...,...,1
TENTATIVA DE HOMICÍDIO,0,0,0,1,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,29,12,40,27,...,...,...,...,...,...,...,...,108
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,12,10,12,...,...,...,...,...,...,...,...,46
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,0,0,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),1,3,0,1,...,...,...,...,...,...,...,...,5
ESTUPRO,1,2,0,0,...,...,...,...,...,...,...,...,3
ESTUPRO DE VULNERÁVEL,0,1,0,1,...,...,...,...,...,...,...,...,2
TOTAL DE ROUBO - OUTROS (1),100,63,82,71,...,...,...,...,...,...,...,...,316
ROUBO - OUTROS,99,62,82,71,...,...,...,...,...,...,...,...,314
ROUBO DE VEÍCULO,24,19,17,13,...,...,...,...,...,...,...,...,73
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,1,1,0,0,...,...,...,...,...,...,...,...,2
FURTO - OUTROS,83,91,123,115,...,...,...,...,...,...,...,...,412
FURTO DE VEÍCULO,16,6,17,14,...,...,...,...,...,...,...,...,53
