Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,0,0,1,...,...,...,...,...,...,...,...,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,10,25,37,23,...,...,...,...,...,...,...,...,95
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,7,2,7,...,...,...,...,...,...,...,...,25
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,...,...,...,...,...,...,...,...,0
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,...,...,...,...,...,...,...,...,1
TOTAL DE ESTUPRO (4),1,2,2,0,...,...,...,...,...,...,...,...,5
ESTUPRO,0,1,0,0,...,...,...,...,...,...,...,...,1
ESTUPRO DE VULNERÁVEL,1,1,2,0,...,...,...,...,...,...,...,...,4
TOTAL DE ROUBO - OUTROS (1),46,56,46,48,...,...,...,...,...,...,...,...,196
ROUBO - OUTROS,44,53,46,48,...,...,...,...,...,...,...,...,191
ROUBO DE VEÍCULO,9,5,1,4,...,...,...,...,...,...,...,...,19
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,2,3,0,0,...,...,...,...,...,...,...,...,5
FURTO - OUTROS,59,55,74,62,...,...,...,...,...,...,...,...,250
FURTO DE VEÍCULO,14,16,14,6,...,...,...,...,...,...,...,...,50
