Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,1,...,...,...,...,...,...,...,...,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,1,1,0,...,...,...,...,...,...,...,...,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,15,14,28,24,...,...,...,...,...,...,...,...,81
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,8,4,9,...,...,...,...,...,...,...,...,25
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),0,1,0,2,...,...,...,...,...,...,...,...,3
ESTUPRO,0,1,0,0,...,...,...,...,...,...,...,...,1
ESTUPRO DE VULNERÁVEL,0,0,0,2,...,...,...,...,...,...,...,...,2
TOTAL DE ROUBO - OUTROS (1),90,46,63,69,...,...,...,...,...,...,...,...,268
ROUBO - OUTROS,86,45,58,67,...,...,...,...,...,...,...,...,256
ROUBO DE VEÍCULO,6,7,9,12,...,...,...,...,...,...,...,...,34
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,4,1,5,2,...,...,...,...,...,...,...,...,12
FURTO - OUTROS,108,103,149,114,...,...,...,...,...,...,...,...,474
FURTO DE VEÍCULO,16,25,29,21,...,...,...,...,...,...,...,...,91
