Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,2,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,2,0,...,...,...,...,...,...,...,...,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,25,22,28,30,...,...,...,...,...,...,...,...,105
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,16,12,11,...,...,...,...,...,...,...,...,51
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,1,0,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),1,2,1,2,...,...,...,...,...,...,...,...,6
ESTUPRO,0,0,1,1,...,...,...,...,...,...,...,...,2
ESTUPRO DE VULNERÁVEL,1,2,0,1,...,...,...,...,...,...,...,...,4
TOTAL DE ROUBO - OUTROS (1),85,79,139,107,...,...,...,...,...,...,...,...,410
ROUBO - OUTROS,81,79,135,107,...,...,...,...,...,...,...,...,402
ROUBO DE VEÍCULO,11,8,21,4,...,...,...,...,...,...,...,...,44
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,4,0,4,0,...,...,...,...,...,...,...,...,8
FURTO - OUTROS,135,126,149,149,...,...,...,...,...,...,...,...,559
FURTO DE VEÍCULO,36,41,31,24,...,...,...,...,...,...,...,...,132
