Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,1,0,...,...,...,...,...,...,...,...,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,1,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,0,7,14,11,...,...,...,...,...,...,...,...,32
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,1,2,4,...,...,...,...,...,...,...,...,8
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,0,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),0,0,2,1,...,...,...,...,...,...,...,...,3
ESTUPRO,0,0,2,0,...,...,...,...,...,...,...,...,2
ESTUPRO DE VULNERÁVEL,0,0,0,1,...,...,...,...,...,...,...,...,1
TOTAL DE ROUBO - OUTROS (1),81,54,79,58,...,...,...,...,...,...,...,...,272
ROUBO - OUTROS,79,54,79,58,...,...,...,...,...,...,...,...,270
ROUBO DE VEÍCULO,1,0,1,2,...,...,...,...,...,...,...,...,4
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,2,0,0,0,...,...,...,...,...,...,...,...,2
FURTO - OUTROS,282,270,382,301,...,...,...,...,...,...,...,...,1.235
FURTO DE VEÍCULO,8,4,6,6,...,...,...,...,...,...,...,...,24
