Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,2,...,...,...,...,...,...,...,...,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,3,...,...,...,...,...,...,...,...,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,1,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,2,0,0,...,...,...,...,...,...,...,...,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,22,34,25,27,...,...,...,...,...,...,...,...,108
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,13,15,9,...,...,...,...,...,...,...,...,40
LESÃO CORPORAL CULPOSA - OUTRAS,1,2,1,0,...,...,...,...,...,...,...,...,4
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),4,11,6,1,...,...,...,...,...,...,...,...,22
ESTUPRO,1,3,2,1,...,...,...,...,...,...,...,...,7
ESTUPRO DE VULNERÁVEL,3,8,4,0,...,...,...,...,...,...,...,...,15
TOTAL DE ROUBO - OUTROS (1),97,90,139,82,...,...,...,...,...,...,...,...,408
ROUBO - OUTROS,95,89,136,82,...,...,...,...,...,...,...,...,402
ROUBO DE VEÍCULO,15,14,26,16,...,...,...,...,...,...,...,...,71
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,2,1,3,0,...,...,...,...,...,...,...,...,6
FURTO - OUTROS,88,89,91,85,...,...,...,...,...,...,...,...,353
FURTO DE VEÍCULO,50,41,72,61,...,...,...,...,...,...,...,...,224
