Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,2,...,...,...,...,...,...,...,...,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,1,2,1,...,...,...,...,...,...,...,...,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,25,31,23,20,...,...,...,...,...,...,...,...,99
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,6,9,15,...,...,...,...,...,...,...,...,35
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,1,1,...,...,...,...,...,...,...,...,3
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),2,4,0,0,...,...,...,...,...,...,...,...,6
ESTUPRO,0,0,0,0,...,...,...,...,...,...,...,...,0
ESTUPRO DE VULNERÁVEL,2,4,0,0,...,...,...,...,...,...,...,...,6
TOTAL DE ROUBO - OUTROS (1),88,74,66,81,...,...,...,...,...,...,...,...,309
ROUBO - OUTROS,88,72,62,79,...,...,...,...,...,...,...,...,301
ROUBO DE VEÍCULO,13,7,7,9,...,...,...,...,...,...,...,...,36
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,2,4,2,...,...,...,...,...,...,...,...,8
FURTO - OUTROS,179,227,237,170,...,...,...,...,...,...,...,...,813
FURTO DE VEÍCULO,27,29,21,34,...,...,...,...,...,...,...,...,111
