Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,2,1,0,...,...,...,...,...,...,...,...,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,21,25,33,27,...,...,...,...,...,...,...,...,106
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,6,9,11,...,...,...,...,...,...,...,...,36
LESÃO CORPORAL CULPOSA - OUTRAS,3,0,0,1,...,...,...,...,...,...,...,...,4
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),3,2,4,3,...,...,...,...,...,...,...,...,12
ESTUPRO,2,1,0,0,...,...,...,...,...,...,...,...,3
ESTUPRO DE VULNERÁVEL,1,1,4,3,...,...,...,...,...,...,...,...,9
TOTAL DE ROUBO - OUTROS (1),100,80,116,98,...,...,...,...,...,...,...,...,394
ROUBO - OUTROS,100,79,114,97,...,...,...,...,...,...,...,...,390
ROUBO DE VEÍCULO,11,1,18,12,...,...,...,...,...,...,...,...,42
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,1,2,1,...,...,...,...,...,...,...,...,4
FURTO - OUTROS,174,167,220,192,...,...,...,...,...,...,...,...,753
FURTO DE VEÍCULO,34,22,31,16,...,...,...,...,...,...,...,...,103
