Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,1,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,14,15,20,8,...,...,...,...,...,...,...,...,57
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0,2,5,6,...,...,...,...,...,...,...,...,13
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,1,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,1,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,...,...,...,...,...,...,...,...,1
TOTAL DE ESTUPRO (4),0,1,1,2,...,...,...,...,...,...,...,...,4
ESTUPRO,0,0,1,0,...,...,...,...,...,...,...,...,1
ESTUPRO DE VULNERÁVEL,0,1,0,2,...,...,...,...,...,...,...,...,3
TOTAL DE ROUBO - OUTROS (1),44,24,34,25,...,...,...,...,...,...,...,...,127
ROUBO - OUTROS,44,24,33,25,...,...,...,...,...,...,...,...,126
ROUBO DE VEÍCULO,9,8,6,5,...,...,...,...,...,...,...,...,28
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,0,1,0,...,...,...,...,...,...,...,...,1
FURTO - OUTROS,63,62,59,44,...,...,...,...,...,...,...,...,228
FURTO DE VEÍCULO,32,36,53,36,...,...,...,...,...,...,...,...,157
