Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,0,1,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,1,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL DOLOSA,43,38,47,40,...,...,...,...,...,...,...,...,168
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15,12,17,18,...,...,...,...,...,...,...,...,62
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),1,4,3,2,...,...,...,...,...,...,...,...,10
ESTUPRO,0,0,0,0,...,...,...,...,...,...,...,...,0
ESTUPRO DE VULNERÁVEL,1,4,3,2,...,...,...,...,...,...,...,...,10
TOTAL DE ROUBO - OUTROS (1),95,107,90,77,...,...,...,...,...,...,...,...,369
ROUBO - OUTROS,94,104,88,76,...,...,...,...,...,...,...,...,362
ROUBO DE VEÍCULO,8,6,3,5,...,...,...,...,...,...,...,...,22
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,1,3,2,1,...,...,...,...,...,...,...,...,7
FURTO - OUTROS,188,208,192,180,...,...,...,...,...,...,...,...,768
FURTO DE VEÍCULO,55,44,41,38,...,...,...,...,...,...,...,...,178
