Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,1,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,3,20,21,13,...,...,...,...,...,...,...,...,57
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,3,5,7,...,...,...,...,...,...,...,...,19
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,...,...,...,...,...,...,...,...,0
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),0,1,0,1,...,...,...,...,...,...,...,...,2
ESTUPRO,0,0,0,1,...,...,...,...,...,...,...,...,1
ESTUPRO DE VULNERÁVEL,0,1,0,0,...,...,...,...,...,...,...,...,1
TOTAL DE ROUBO - OUTROS (1),32,32,37,21,...,...,...,...,...,...,...,...,122
ROUBO - OUTROS,32,28,35,21,...,...,...,...,...,...,...,...,116
ROUBO DE VEÍCULO,2,1,3,2,...,...,...,...,...,...,...,...,8
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,4,2,0,...,...,...,...,...,...,...,...,6
FURTO - OUTROS,65,64,93,85,...,...,...,...,...,...,...,...,307
FURTO DE VEÍCULO,11,14,17,10,...,...,...,...,...,...,...,...,52
