Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,2,...,...,...,...,...,...,...,...,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,2,...,...,...,...,...,...,...,...,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,1,1,0,...,...,...,...,...,...,...,...,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,17,25,42,34,...,...,...,...,...,...,...,...,118
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,3,7,7,...,...,...,...,...,...,...,...,19
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),2,4,5,3,...,...,...,...,...,...,...,...,14
ESTUPRO,1,0,3,1,...,...,...,...,...,...,...,...,5
ESTUPRO DE VULNERÁVEL,1,4,2,2,...,...,...,...,...,...,...,...,9
TOTAL DE ROUBO - OUTROS (1),84,56,76,71,...,...,...,...,...,...,...,...,287
ROUBO - OUTROS,84,56,76,71,...,...,...,...,...,...,...,...,287
ROUBO DE VEÍCULO,9,7,15,7,...,...,...,...,...,...,...,...,38
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,0,0,0,...,...,...,...,...,...,...,...,0
FURTO - OUTROS,100,64,96,86,...,...,...,...,...,...,...,...,346
FURTO DE VEÍCULO,24,29,23,23,...,...,...,...,...,...,...,...,99
