Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,9,7,5,8,...,...,...,...,...,...,...,...,29
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0,5,9,4,...,...,...,...,...,...,...,...,18
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,2,0,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),0,0,0,2,...,...,...,...,...,...,...,...,2
ESTUPRO,0,0,0,0,...,...,...,...,...,...,...,...,0
ESTUPRO DE VULNERÁVEL,0,0,0,2,...,...,...,...,...,...,...,...,2
TOTAL DE ROUBO - OUTROS (1),33,23,20,17,...,...,...,...,...,...,...,...,93
ROUBO - OUTROS,33,21,19,17,...,...,...,...,...,...,...,...,90
ROUBO DE VEÍCULO,1,3,3,3,...,...,...,...,...,...,...,...,10
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,2,1,0,...,...,...,...,...,...,...,...,3
FURTO - OUTROS,126,53,80,83,...,...,...,...,...,...,...,...,342
FURTO DE VEÍCULO,18,15,28,17,...,...,...,...,...,...,...,...,78
