Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,1,1,...,...,...,...,...,...,...,...,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,20,26,25,26,...,...,...,...,...,...,...,...,97
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,8,9,11,...,...,...,...,...,...,...,...,36
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,...,...,...,...,...,...,...,...,0
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),4,5,2,3,...,...,...,...,...,...,...,...,14
ESTUPRO,1,0,0,1,...,...,...,...,...,...,...,...,2
ESTUPRO DE VULNERÁVEL,3,5,2,2,...,...,...,...,...,...,...,...,12
TOTAL DE ROUBO - OUTROS (1),80,72,85,94,...,...,...,...,...,...,...,...,331
ROUBO - OUTROS,80,71,84,94,...,...,...,...,...,...,...,...,329
ROUBO DE VEÍCULO,18,14,21,18,...,...,...,...,...,...,...,...,71
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,1,1,0,...,...,...,...,...,...,...,...,2
FURTO - OUTROS,68,87,109,86,...,...,...,...,...,...,...,...,350
FURTO DE VEÍCULO,12,12,10,10,...,...,...,...,...,...,...,...,44
