Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,1,0,1,...,...,...,...,...,...,...,...,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,40,36,37,21,...,...,...,...,...,...,...,...,134
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,21,12,22,18,...,...,...,...,...,...,...,...,73
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,2,0,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),0,3,2,1,...,...,...,...,...,...,...,...,6
ESTUPRO,0,2,1,0,...,...,...,...,...,...,...,...,3
ESTUPRO DE VULNERÁVEL,0,1,1,1,...,...,...,...,...,...,...,...,3
TOTAL DE ROUBO - OUTROS (1),160,150,149,128,...,...,...,...,...,...,...,...,587
ROUBO - OUTROS,158,149,148,124,...,...,...,...,...,...,...,...,579
ROUBO DE VEÍCULO,3,2,3,4,...,...,...,...,...,...,...,...,12
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,2,1,1,4,...,...,...,...,...,...,...,...,8
FURTO - OUTROS,514,382,498,444,...,...,...,...,...,...,...,...,1.838
FURTO DE VEÍCULO,53,42,36,44,...,...,...,...,...,...,...,...,175
