Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,0,1,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,15,15,19,20,...,...,...,...,...,...,...,...,69
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0,13,19,15,...,...,...,...,...,...,...,...,47
LESÃO CORPORAL CULPOSA - OUTRAS,2,1,1,1,...,...,...,...,...,...,...,...,5
LATROCÍNIO,1,0,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,...,...,...,...,...,...,...,...,1
TOTAL DE ESTUPRO (4),1,2,2,2,...,...,...,...,...,...,...,...,7
ESTUPRO,0,1,1,1,...,...,...,...,...,...,...,...,3
ESTUPRO DE VULNERÁVEL,1,1,1,1,...,...,...,...,...,...,...,...,4
TOTAL DE ROUBO - OUTROS (1),150,140,175,192,...,...,...,...,...,...,...,...,657
ROUBO - OUTROS,149,138,175,191,...,...,...,...,...,...,...,...,653
ROUBO DE VEÍCULO,5,3,14,3,...,...,...,...,...,...,...,...,25
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,1,2,0,1,...,...,...,...,...,...,...,...,4
FURTO - OUTROS,329,764,470,386,...,...,...,...,...,...,...,...,1.949
FURTO DE VEÍCULO,30,27,41,34,...,...,...,...,...,...,...,...,132
