Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,1,...,...,...,...,...,...,...,...,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,3,...,...,...,...,...,...,...,...,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,0,3,...,...,...,...,...,...,...,...,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,27,36,48,32,...,...,...,...,...,...,...,...,143
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,14,19,8,...,...,...,...,...,...,...,...,47
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,2,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),4,3,7,2,...,...,...,...,...,...,...,...,16
ESTUPRO,3,1,2,0,...,...,...,...,...,...,...,...,6
ESTUPRO DE VULNERÁVEL,1,2,5,2,...,...,...,...,...,...,...,...,10
TOTAL DE ROUBO - OUTROS (1),103,117,113,106,...,...,...,...,...,...,...,...,439
ROUBO - OUTROS,101,116,112,105,...,...,...,...,...,...,...,...,434
ROUBO DE VEÍCULO,18,14,17,11,...,...,...,...,...,...,...,...,60
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,2,1,1,1,...,...,...,...,...,...,...,...,5
FURTO - OUTROS,193,159,227,185,...,...,...,...,...,...,...,...,764
FURTO DE VEÍCULO,86,52,62,50,...,...,...,...,...,...,...,...,250
