Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,3,...,...,...,...,...,...,...,...,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,3,...,...,...,...,...,...,...,...,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,2,2,4,1,...,...,...,...,...,...,...,...,9
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,31,29,34,35,...,...,...,...,...,...,...,...,129
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,5,11,7,...,...,...,...,...,...,...,...,32
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,1,2,...,...,...,...,...,...,...,...,5
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),5,1,8,5,...,...,...,...,...,...,...,...,19
ESTUPRO,1,0,0,0,...,...,...,...,...,...,...,...,1
ESTUPRO DE VULNERÁVEL,4,1,8,5,...,...,...,...,...,...,...,...,18
TOTAL DE ROUBO - OUTROS (1),131,122,99,101,...,...,...,...,...,...,...,...,453
ROUBO - OUTROS,125,113,93,94,...,...,...,...,...,...,...,...,425
ROUBO DE VEÍCULO,11,19,11,23,...,...,...,...,...,...,...,...,64
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,6,9,6,7,...,...,...,...,...,...,...,...,28
FURTO - OUTROS,88,69,105,81,...,...,...,...,...,...,...,...,343
FURTO DE VEÍCULO,25,34,28,24,...,...,...,...,...,...,...,...,111
