Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,1,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,1,0,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,13,33,24,15,...,...,...,...,...,...,...,...,85
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,21,18,23,22,...,...,...,...,...,...,...,...,84
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,0,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),0,3,3,2,...,...,...,...,...,...,...,...,8
ESTUPRO,0,2,2,1,...,...,...,...,...,...,...,...,5
ESTUPRO DE VULNERÁVEL,0,1,1,1,...,...,...,...,...,...,...,...,3
TOTAL DE ROUBO - OUTROS (1),162,135,175,148,...,...,...,...,...,...,...,...,620
ROUBO - OUTROS,159,134,172,147,...,...,...,...,...,...,...,...,612
ROUBO DE VEÍCULO,18,24,22,28,...,...,...,...,...,...,...,...,92
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,3,1,3,1,...,...,...,...,...,...,...,...,8
FURTO - OUTROS,247,226,310,274,...,...,...,...,...,...,...,...,1.057
FURTO DE VEÍCULO,20,19,29,24,...,...,...,...,...,...,...,...,92
