Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,34,21,29,24,...,...,...,...,...,...,...,...,108
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,5,9,6,...,...,...,...,...,...,...,...,27
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,1,2,...,...,...,...,...,...,...,...,5
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),1,2,3,4,...,...,...,...,...,...,...,...,10
ESTUPRO,1,0,2,2,...,...,...,...,...,...,...,...,5
ESTUPRO DE VULNERÁVEL,0,2,1,2,...,...,...,...,...,...,...,...,5
TOTAL DE ROUBO - OUTROS (1),54,48,55,54,...,...,...,...,...,...,...,...,211
ROUBO - OUTROS,51,46,52,53,...,...,...,...,...,...,...,...,202
ROUBO DE VEÍCULO,2,6,7,4,...,...,...,...,...,...,...,...,19
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,3,2,3,1,...,...,...,...,...,...,...,...,9
FURTO - OUTROS,128,117,112,113,...,...,...,...,...,...,...,...,470
FURTO DE VEÍCULO,32,36,30,30,...,...,...,...,...,...,...,...,128
