Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,3,2,...,...,...,...,...,...,...,...,5
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,3,2,...,...,...,...,...,...,...,...,5
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,1,1,...,...,...,...,...,...,...,...,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,40,35,46,43,...,...,...,...,...,...,...,...,164
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,13,8,8,8,...,...,...,...,...,...,...,...,37
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,2,...,...,...,...,...,...,...,...,3
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),6,5,6,3,...,...,...,...,...,...,...,...,20
ESTUPRO,1,1,1,1,...,...,...,...,...,...,...,...,4
ESTUPRO DE VULNERÁVEL,5,4,5,2,...,...,...,...,...,...,...,...,16
TOTAL DE ROUBO - OUTROS (1),138,125,176,151,...,...,...,...,...,...,...,...,590
ROUBO - OUTROS,136,123,171,149,...,...,...,...,...,...,...,...,579
ROUBO DE VEÍCULO,30,29,36,26,...,...,...,...,...,...,...,...,121
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,2,2,5,2,...,...,...,...,...,...,...,...,11
FURTO - OUTROS,104,113,132,136,...,...,...,...,...,...,...,...,485
FURTO DE VEÍCULO,13,18,25,14,...,...,...,...,...,...,...,...,70
