Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,1,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,1,...,...,...,...,...,...,...,...,1
TENTATIVA DE HOMICÍDIO,0,2,0,0,...,...,...,...,...,...,...,...,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,26,36,28,28,...,...,...,...,...,...,...,...,118
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,13,9,15,12,...,...,...,...,...,...,...,...,49
LESÃO CORPORAL CULPOSA - OUTRAS,1,2,2,2,...,...,...,...,...,...,...,...,7
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),4,2,2,4,...,...,...,...,...,...,...,...,12
ESTUPRO,2,0,1,1,...,...,...,...,...,...,...,...,4
ESTUPRO DE VULNERÁVEL,2,2,1,3,...,...,...,...,...,...,...,...,8
TOTAL DE ROUBO - OUTROS (1),101,80,105,107,...,...,...,...,...,...,...,...,393
ROUBO - OUTROS,100,80,104,107,...,...,...,...,...,...,...,...,391
ROUBO DE VEÍCULO,1,3,3,2,...,...,...,...,...,...,...,...,9
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,1,0,1,0,...,...,...,...,...,...,...,...,2
FURTO - OUTROS,259,297,363,327,...,...,...,...,...,...,...,...,1.246
FURTO DE VEÍCULO,36,39,58,31,...,...,...,...,...,...,...,...,164
