Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,1,0,1,...,...,...,...,...,...,...,...,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,1,0,1,...,...,...,...,...,...,...,...,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,2,1,1,4,...,...,...,...,...,...,...,...,8
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,57,57,64,41,...,...,...,...,...,...,...,...,219
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,14,12,6,17,...,...,...,...,...,...,...,...,49
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,1,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,1,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,...,...,...,...,...,...,...,...,1
TOTAL DE ESTUPRO (4),8,10,9,6,...,...,...,...,...,...,...,...,33
ESTUPRO,2,1,3,1,...,...,...,...,...,...,...,...,7
ESTUPRO DE VULNERÁVEL,6,9,6,5,...,...,...,...,...,...,...,...,26
TOTAL DE ROUBO - OUTROS (1),215,181,171,174,...,...,...,...,...,...,...,...,741
ROUBO - OUTROS,200,169,159,164,...,...,...,...,...,...,...,...,692
ROUBO DE VEÍCULO,21,19,14,20,...,...,...,...,...,...,...,...,74
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,15,12,12,10,...,...,...,...,...,...,...,...,49
FURTO - OUTROS,180,139,161,182,...,...,...,...,...,...,...,...,662
FURTO DE VEÍCULO,26,18,25,27,...,...,...,...,...,...,...,...,96
