Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,13,15,17,16,...,...,...,...,...,...,...,...,61
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,8,14,11,...,...,...,...,...,...,...,...,38
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,1,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),1,0,0,0,...,...,...,...,...,...,...,...,1
ESTUPRO,0,0,0,0,...,...,...,...,...,...,...,...,0
ESTUPRO DE VULNERÁVEL,1,0,0,0,...,...,...,...,...,...,...,...,1
TOTAL DE ROUBO - OUTROS (1),134,145,121,85,...,...,...,...,...,...,...,...,485
ROUBO - OUTROS,134,145,121,85,...,...,...,...,...,...,...,...,485
ROUBO DE VEÍCULO,5,2,2,0,...,...,...,...,...,...,...,...,9
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,0,0,0,...,...,...,...,...,...,...,...,0
FURTO - OUTROS,155,625,323,231,...,...,...,...,...,...,...,...,1.334
FURTO DE VEÍCULO,26,29,29,23,...,...,...,...,...,...,...,...,107
