Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),5,2,2,1,...,...,...,...,...,...,...,...,10
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),5,3,2,1,...,...,...,...,...,...,...,...,11
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,4,1,...,...,...,...,...,...,...,...,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,2,2,4,1,...,...,...,...,...,...,...,...,9
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,67,59,65,62,...,...,...,...,...,...,...,...,253
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0,29,25,29,...,...,...,...,...,...,...,...,83
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),6,2,10,5,...,...,...,...,...,...,...,...,23
ESTUPRO,1,1,2,0,...,...,...,...,...,...,...,...,4
ESTUPRO DE VULNERÁVEL,5,1,8,5,...,...,...,...,...,...,...,...,19
TOTAL DE ROUBO - OUTROS (1),345,373,388,342,...,...,...,...,...,...,...,...,1.448
ROUBO - OUTROS,339,368,383,341,...,...,...,...,...,...,...,...,1.431
ROUBO DE VEÍCULO,34,37,48,45,...,...,...,...,...,...,...,...,164
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,6,5,5,1,...,...,...,...,...,...,...,...,17
FURTO - OUTROS,238,192,285,237,...,...,...,...,...,...,...,...,952
FURTO DE VEÍCULO,40,44,55,41,...,...,...,...,...,...,...,...,180
