Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,2,...,...,...,...,...,...,...,...,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,2,...,...,...,...,...,...,...,...,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,1,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,1,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,27,37,24,29,...,...,...,...,...,...,...,...,117
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0,21,13,5,...,...,...,...,...,...,...,...,39
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,1,1,...,...,...,...,...,...,...,...,4
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),1,3,1,0,...,...,...,...,...,...,...,...,5
ESTUPRO,0,1,0,0,...,...,...,...,...,...,...,...,1
ESTUPRO DE VULNERÁVEL,1,2,1,0,...,...,...,...,...,...,...,...,4
TOTAL DE ROUBO - OUTROS (1),210,200,209,204,...,...,...,...,...,...,...,...,823
ROUBO - OUTROS,209,199,208,204,...,...,...,...,...,...,...,...,820
ROUBO DE VEÍCULO,3,6,11,9,...,...,...,...,...,...,...,...,29
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,1,1,1,0,...,...,...,...,...,...,...,...,3
FURTO - OUTROS,715,787,772,736,...,...,...,...,...,...,...,...,3.01
FURTO DE VEÍCULO,85,94,142,79,...,...,...,...,...,...,...,...,400
