Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,1,2,0,...,...,...,...,...,...,...,...,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,2,0,...,...,...,...,...,...,...,...,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,1,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,1,0,0,...,...,...,...,...,...,...,...,1
TENTATIVA DE HOMICÍDIO,0,2,0,1,...,...,...,...,...,...,...,...,3
LESÃO CORPORAL SEGUIDA DE MORTE,1,0,0,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL DOLOSA,57,89,85,84,...,...,...,...,...,...,...,...,315
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,15,18,27,...,...,...,...,...,...,...,...,68
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),7,8,9,5,...,...,...,...,...,...,...,...,29
ESTUPRO,0,3,1,1,...,...,...,...,...,...,...,...,5
ESTUPRO DE VULNERÁVEL,7,5,8,4,...,...,...,...,...,...,...,...,24
TOTAL DE ROUBO - OUTROS (1),401,364,444,450,...,...,...,...,...,...,...,...,1.659
ROUBO - OUTROS,396,358,428,438,...,...,...,...,...,...,...,...,1.62
ROUBO DE VEÍCULO,24,29,53,37,...,...,...,...,...,...,...,...,143
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,5,6,16,12,...,...,...,...,...,...,...,...,39
FURTO - OUTROS,183,138,176,195,...,...,...,...,...,...,...,...,692
FURTO DE VEÍCULO,43,34,42,40,...,...,...,...,...,...,...,...,159
