Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,0,0,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,8,20,12,15,...,...,...,...,...,...,...,...,55
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,10,13,14,...,...,...,...,...,...,...,...,46
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,2,0,...,...,...,...,...,...,...,...,3
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),1,0,1,1,...,...,...,...,...,...,...,...,3
ESTUPRO,0,0,1,0,...,...,...,...,...,...,...,...,1
ESTUPRO DE VULNERÁVEL,1,0,0,1,...,...,...,...,...,...,...,...,2
TOTAL DE ROUBO - OUTROS (1),51,52,59,59,...,...,...,...,...,...,...,...,221
ROUBO - OUTROS,51,51,57,56,...,...,...,...,...,...,...,...,215
ROUBO DE VEÍCULO,14,8,5,14,...,...,...,...,...,...,...,...,41
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,1,2,3,...,...,...,...,...,...,...,...,6
FURTO - OUTROS,175,147,186,149,...,...,...,...,...,...,...,...,657
FURTO DE VEÍCULO,25,26,48,28,...,...,...,...,...,...,...,...,127
