Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,1,1,...,...,...,...,...,...,...,...,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,1,...,...,...,...,...,...,...,...,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,0,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,1,1,0,...,...,...,...,...,...,...,...,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,58,59,47,46,...,...,...,...,...,...,...,...,210
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,19,12,11,...,...,...,...,...,...,...,...,49
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,0,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),6,1,5,4,...,...,...,...,...,...,...,...,16
ESTUPRO,2,0,1,2,...,...,...,...,...,...,...,...,5
ESTUPRO DE VULNERÁVEL,4,1,4,2,...,...,...,...,...,...,...,...,11
TOTAL DE ROUBO - OUTROS (1),69,62,82,65,...,...,...,...,...,...,...,...,278
ROUBO - OUTROS,68,61,81,60,...,...,...,...,...,...,...,...,270
ROUBO DE VEÍCULO,3,2,5,1,...,...,...,...,...,...,...,...,11
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,1,1,1,5,...,...,...,...,...,...,...,...,8
FURTO - OUTROS,149,115,130,142,...,...,...,...,...,...,...,...,536
FURTO DE VEÍCULO,22,15,26,27,...,...,...,...,...,...,...,...,90
