Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,0,0,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,1,0,0,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL DOLOSA,30,34,36,23,...,...,...,...,...,...,...,...,123
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,20,16,10,15,...,...,...,...,...,...,...,...,61
LESÃO CORPORAL CULPOSA - OUTRAS,2,1,2,0,...,...,...,...,...,...,...,...,5
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),2,7,3,3,...,...,...,...,...,...,...,...,15
ESTUPRO,2,3,0,0,...,...,...,...,...,...,...,...,5
ESTUPRO DE VULNERÁVEL,0,4,3,3,...,...,...,...,...,...,...,...,10
TOTAL DE ROUBO - OUTROS (1),93,76,90,77,...,...,...,...,...,...,...,...,336
ROUBO - OUTROS,87,72,88,76,...,...,...,...,...,...,...,...,323
ROUBO DE VEÍCULO,18,14,10,18,...,...,...,...,...,...,...,...,60
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,6,4,2,1,...,...,...,...,...,...,...,...,13
FURTO - OUTROS,125,111,149,131,...,...,...,...,...,...,...,...,516
FURTO DE VEÍCULO,33,39,34,32,...,...,...,...,...,...,...,...,138
