Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,0,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,0,2,...,...,...,...,...,...,...,...,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,13,12,23,13,...,...,...,...,...,...,...,...,61
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,7,12,8,...,...,...,...,...,...,...,...,35
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,...,...,...,...,...,...,...,...,0
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),0,0,0,0,...,...,...,...,...,...,...,...,0
ESTUPRO,0,0,0,0,...,...,...,...,...,...,...,...,0
ESTUPRO DE VULNERÁVEL,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ROUBO - OUTROS (1),75,68,53,65,...,...,...,...,...,...,...,...,261
ROUBO - OUTROS,69,63,43,57,...,...,...,...,...,...,...,...,232
ROUBO DE VEÍCULO,13,4,4,9,...,...,...,...,...,...,...,...,30
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,6,5,10,8,...,...,...,...,...,...,...,...,29
FURTO - OUTROS,122,90,83,71,...,...,...,...,...,...,...,...,366
FURTO DE VEÍCULO,21,22,8,13,...,...,...,...,...,...,...,...,64
