Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,20,26,38,31,...,...,...,...,...,...,...,...,115
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,9,8,5,...,...,...,...,...,...,...,...,30
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,1,0,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),1,7,3,1,...,...,...,...,...,...,...,...,12
ESTUPRO,0,1,0,0,...,...,...,...,...,...,...,...,1
ESTUPRO DE VULNERÁVEL,1,6,3,1,...,...,...,...,...,...,...,...,11
TOTAL DE ROUBO - OUTROS (1),83,96,77,58,...,...,...,...,...,...,...,...,314
ROUBO - OUTROS,82,94,77,58,...,...,...,...,...,...,...,...,311
ROUBO DE VEÍCULO,17,15,10,12,...,...,...,...,...,...,...,...,54
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,1,2,0,0,...,...,...,...,...,...,...,...,3
FURTO - OUTROS,100,83,122,119,...,...,...,...,...,...,...,...,424
FURTO DE VEÍCULO,40,31,35,41,...,...,...,...,...,...,...,...,147
