Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,1,...,...,...,...,...,...,...,...,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,1,...,...,...,...,...,...,...,...,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,1,0,...,...,...,...,...,...,...,...,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,0,0,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,17,22,21,18,...,...,...,...,...,...,...,...,78
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,15,13,13,...,...,...,...,...,...,...,...,51
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,0,0,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),5,1,5,2,...,...,...,...,...,...,...,...,13
ESTUPRO,0,0,2,0,...,...,...,...,...,...,...,...,2
ESTUPRO DE VULNERÁVEL,5,1,3,2,...,...,...,...,...,...,...,...,11
TOTAL DE ROUBO - OUTROS (1),132,100,124,104,...,...,...,...,...,...,...,...,460
ROUBO - OUTROS,131,100,121,100,...,...,...,...,...,...,...,...,452
ROUBO DE VEÍCULO,13,11,12,13,...,...,...,...,...,...,...,...,49
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,1,0,3,4,...,...,...,...,...,...,...,...,8
FURTO - OUTROS,136,140,151,150,...,...,...,...,...,...,...,...,577
FURTO DE VEÍCULO,24,18,33,16,...,...,...,...,...,...,...,...,91
