Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,2,0,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,1,0,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,32,38,52,43,...,...,...,...,...,...,...,...,165
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,9,9,8,...,...,...,...,...,...,...,...,30
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,1,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),2,4,4,5,...,...,...,...,...,...,...,...,15
ESTUPRO,0,1,1,0,...,...,...,...,...,...,...,...,2
ESTUPRO DE VULNERÁVEL,2,3,3,5,...,...,...,...,...,...,...,...,13
TOTAL DE ROUBO - OUTROS (1),150,102,143,126,...,...,...,...,...,...,...,...,521
ROUBO - OUTROS,148,101,140,124,...,...,...,...,...,...,...,...,513
ROUBO DE VEÍCULO,19,16,25,26,...,...,...,...,...,...,...,...,86
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,2,1,3,2,...,...,...,...,...,...,...,...,8
FURTO - OUTROS,137,102,136,108,...,...,...,...,...,...,...,...,483
FURTO DE VEÍCULO,89,56,75,65,...,...,...,...,...,...,...,...,285
