Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,3,2,0,0,...,...,...,...,...,...,...,...,5
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,0,1,1,...,...,...,...,...,...,...,...,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,29,37,45,38,...,...,...,...,...,...,...,...,149
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,9,8,12,...,...,...,...,...,...,...,...,38
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,2,0,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),3,2,4,4,...,...,...,...,...,...,...,...,13
ESTUPRO,1,0,1,0,...,...,...,...,...,...,...,...,2
ESTUPRO DE VULNERÁVEL,2,2,3,4,...,...,...,...,...,...,...,...,11
TOTAL DE ROUBO - OUTROS (1),114,85,104,78,...,...,...,...,...,...,...,...,381
ROUBO - OUTROS,112,84,104,76,...,...,...,...,...,...,...,...,376
ROUBO DE VEÍCULO,6,5,15,11,...,...,...,...,...,...,...,...,37
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,2,1,0,2,...,...,...,...,...,...,...,...,5
FURTO - OUTROS,120,103,147,142,...,...,...,...,...,...,...,...,512
FURTO DE VEÍCULO,37,25,36,37,...,...,...,...,...,...,...,...,135
