Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,2,...,...,...,...,...,...,...,...,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,2,...,...,...,...,...,...,...,...,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,1,1,0,...,...,...,...,...,...,...,...,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,42,36,66,56,...,...,...,...,...,...,...,...,200
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,16,14,15,8,...,...,...,...,...,...,...,...,53
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,1,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,1,0,...,...,...,...,...,...,...,...,1
TOTAL DE ESTUPRO (4),2,6,6,3,...,...,...,...,...,...,...,...,17
ESTUPRO,0,1,0,1,...,...,...,...,...,...,...,...,2
ESTUPRO DE VULNERÁVEL,2,5,6,2,...,...,...,...,...,...,...,...,15
TOTAL DE ROUBO - OUTROS (1),175,180,177,196,...,...,...,...,...,...,...,...,728
ROUBO - OUTROS,169,177,166,184,...,...,...,...,...,...,...,...,696
ROUBO DE VEÍCULO,43,46,46,38,...,...,...,...,...,...,...,...,173
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,6,3,11,12,...,...,...,...,...,...,...,...,32
FURTO - OUTROS,176,158,228,185,...,...,...,...,...,...,...,...,747
FURTO DE VEÍCULO,48,42,68,56,...,...,...,...,...,...,...,...,214
