Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,1,0,...,...,...,...,...,...,...,...,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,1,...,...,...,...,...,...,...,...,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,2,1,1,...,...,...,...,...,...,...,...,5
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,41,45,48,43,...,...,...,...,...,...,...,...,177
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,13,11,17,14,...,...,...,...,...,...,...,...,55
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,1,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),0,4,3,2,...,...,...,...,...,...,...,...,9
ESTUPRO,0,1,0,0,...,...,...,...,...,...,...,...,1
ESTUPRO DE VULNERÁVEL,0,3,3,2,...,...,...,...,...,...,...,...,8
TOTAL DE ROUBO - OUTROS (1),115,79,111,75,...,...,...,...,...,...,...,...,380
ROUBO - OUTROS,115,79,110,74,...,...,...,...,...,...,...,...,378
ROUBO DE VEÍCULO,9,14,11,8,...,...,...,...,...,...,...,...,42
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,0,1,1,...,...,...,...,...,...,...,...,2
FURTO - OUTROS,151,118,164,173,...,...,...,...,...,...,...,...,606
FURTO DE VEÍCULO,58,49,38,51,...,...,...,...,...,...,...,...,196
