Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,2,3,0,...,...,...,...,...,...,...,...,6
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,2,3,0,...,...,...,...,...,...,...,...,6
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,4,0,0,...,...,...,...,...,...,...,...,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,12,37,46,29,...,...,...,...,...,...,...,...,124
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,0,10,6,...,...,...,...,...,...,...,...,19
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,1,1,...,...,...,...,...,...,...,...,3
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),1,1,2,3,...,...,...,...,...,...,...,...,7
ESTUPRO,1,0,0,1,...,...,...,...,...,...,...,...,2
ESTUPRO DE VULNERÁVEL,0,1,2,2,...,...,...,...,...,...,...,...,5
TOTAL DE ROUBO - OUTROS (1),692,834,822,566,...,...,...,...,...,...,...,...,2.914
ROUBO - OUTROS,687,833,821,566,...,...,...,...,...,...,...,...,2.907
ROUBO DE VEÍCULO,2,2,3,0,...,...,...,...,...,...,...,...,7
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,5,1,1,0,...,...,...,...,...,...,...,...,7
FURTO - OUTROS,1.07,1.359,1.12,798,...,...,...,...,...,...,...,...,4.347
FURTO DE VEÍCULO,11,16,13,20,...,...,...,...,...,...,...,...,60
